variant,experiment_id,episode_id,benchmark_episode_id,success,outcome,minimum_tcp_distance_m,control_ticks,simulation_steps,decision_rows,scene_fingerprint,intervention_count,baseline_success,paired_category_vs_baseline,paired_category_vs_other_controller
q95_symmetric,EXP-010,000296,296,True,SUCCESS,0.02966810017824173,162,645,17,1c35441f8e8d683d1843576d100deb2e70fd39fbc2b108acab3f939484f5e2c5,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000297,297,False,FAILURE,0.09882429242134094,350,1400,35,7b4a7bd44c5856497bc3e13307cbb600f869b73bb64536367fd3d364ac10131c,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000297,297,False,FAILURE,0.09958741813898087,350,1400,35,7b4a7bd44c5856497bc3e13307cbb600f869b73bb64536367fd3d364ac10131c,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000297,297,False,FAILURE,0.10362856090068817,350,1400,35,7b4a7bd44c5856497bc3e13307cbb600f869b73bb64536367fd3d364ac10131c,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000298,298,True,SUCCESS,0.029843345284461975,117,467,12,231fac9ce1282907d8ed4e9a21770bb640ccfbf1c8dac1994599287d8f52b81e,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000298,298,True,SUCCESS,0.029884207993745804,117,465,12,231fac9ce1282907d8ed4e9a21770bb640ccfbf1c8dac1994599287d8f52b81e,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000298,298,True,SUCCESS,0.029794368892908096,116,464,12,231fac9ce1282907d8ed4e9a21770bb640ccfbf1c8dac1994599287d8f52b81e,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000299,299,True,SUCCESS,0.02981160208582878,191,764,20,7e08b113fc0a537f1cf5c3bb46f441db7e381408ba6ff92179f8e9e276a2f55d,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000299,299,True,SUCCESS,0.029921002686023712,190,760,19,7e08b113fc0a537f1cf5c3bb46f441db7e381408ba6ff92179f8e9e276a2f55d,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000299,299,True,SUCCESS,0.029698893427848816,193,769,20,7e08b113fc0a537f1cf5c3bb46f441db7e381408ba6ff92179f8e9e276a2f55d,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000300,300,False,FAILURE,0.2799288332462311,350,1400,35,71fd2cffe96b3ab86498abe4c256b2e85449483f036024a6db91cd0650ad4071,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000300,300,False,FAILURE,0.2830166816711426,350,1400,35,71fd2cffe96b3ab86498abe4c256b2e85449483f036024a6db91cd0650ad4071,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000300,300,False,FAILURE,0.27164411544799805,350,1400,35,71fd2cffe96b3ab86498abe4c256b2e85449483f036024a6db91cd0650ad4071,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000301,301,False,FAILURE,0.0873219445347786,350,1400,35,1918560e40199a058a5c0719aafe1a41e06b9158adfdd3e9181543ba81e52bea,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000301,301,False,FAILURE,0.08790530264377594,350,1400,35,1918560e40199a058a5c0719aafe1a41e06b9158adfdd3e9181543ba81e52bea,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000301,301,False,FAILURE,0.08758708834648132,350,1400,35,1918560e40199a058a5c0719aafe1a41e06b9158adfdd3e9181543ba81e52bea,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000302,302,True,SUCCESS,0.029667116701602936,190,760,19,a8f6e8632eda3021c39c3380687c5cb9bfbaa94411d8635f83bb68c97fc781f6,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000302,302,False,FAILURE,0.031089354306459427,350,1400,35,a8f6e8632eda3021c39c3380687c5cb9bfbaa94411d8635f83bb68c97fc781f6,0,True,S_TO_F_REGRESSION,Q95_ONLY_SUCCEEDS
q95_symmetric,EXP-010,000302,302,True,SUCCESS,0.029817234724760056,192,768,20,a8f6e8632eda3021c39c3380687c5cb9bfbaa94411d8635f83bb68c97fc781f6,0,True,S_TO_S,Q95_ONLY_SUCCEEDS
baseline,EXP-008,000303,303,False,FAILURE,0.16408240795135498,350,1400,35,ac05a18ce4a4af7e91b7f2fc2ad33090bde5676408e55c3c915f29f42b756e7e,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000303,303,False,FAILURE,0.16567367315292358,350,1400,35,ac05a18ce4a4af7e91b7f2fc2ad33090bde5676408e55c3c915f29f42b756e7e,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000303,303,False,FAILURE,0.16330401599407196,350,1400,35,ac05a18ce4a4af7e91b7f2fc2ad33090bde5676408e55c3c915f29f42b756e7e,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000304,304,False,FAILURE,0.04253477603197098,350,1400,35,7c6319f0da362e6c6213a11934d7da748b13246c835f41b3009045a664851a40,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000304,304,False,FAILURE,0.0467977449297905,350,1400,35,7c6319f0da362e6c6213a11934d7da748b13246c835f41b3009045a664851a40,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000304,304,False,FAILURE,0.04404003545641899,350,1400,35,7c6319f0da362e6c6213a11934d7da748b13246c835f41b3009045a664851a40,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000305,305,True,SUCCESS,0.02991900034248829,184,735,19,33753cc610633dfc1f0aa7e151a4e96f32c493c0bded6a6b44e5eb6673af7b2e,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000305,305,True,SUCCESS,0.029703108593821526,185,739,19,33753cc610633dfc1f0aa7e151a4e96f32c493c0bded6a6b44e5eb6673af7b2e,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000305,305,True,SUCCESS,0.029423365369439125,182,727,19,33753cc610633dfc1f0aa7e151a4e96f32c493c0bded6a6b44e5eb6673af7b2e,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000306,306,False,FAILURE,0.292627215385437,350,1400,35,f26f4a618758697ce08568274f08ff3f1fdf4aa4a4694a3cdeb98e9352b37be3,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000306,306,False,FAILURE,0.29268282651901245,350,1400,35,f26f4a618758697ce08568274f08ff3f1fdf4aa4a4694a3cdeb98e9352b37be3,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000306,306,False,FAILURE,0.2929786741733551,350,1400,35,f26f4a618758697ce08568274f08ff3f1fdf4aa4a4694a3cdeb98e9352b37be3,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000307,307,True,SUCCESS,0.029462719336152077,172,685,18,b602593b081c70cd68f63bb52315a954029e59fe485d2c37d629c78b3a1473a9,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000307,307,True,SUCCESS,0.029761550948023796,167,668,17,b602593b081c70cd68f63bb52315a954029e59fe485d2c37d629c78b3a1473a9,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000307,307,True,SUCCESS,0.029875874519348145,171,683,18,b602593b081c70cd68f63bb52315a954029e59fe485d2c37d629c78b3a1473a9,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000308,308,False,FAILURE,0.39262691140174866,350,1400,35,9eade24c4cf26c8022b4248502608cf4510a939aabb3072daa647689dd977785,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000308,308,False,FAILURE,0.3927968740463257,350,1400,35,9eade24c4cf26c8022b4248502608cf4510a939aabb3072daa647689dd977785,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000308,308,False,FAILURE,0.39282822608947754,350,1400,35,9eade24c4cf26c8022b4248502608cf4510a939aabb3072daa647689dd977785,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000309,309,True,SUCCESS,0.029614945873618126,144,573,15,27c31b50b30c6fdf430b4374ae13b7dfe02cefcbcd91d91ec3f240e5268f222d,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000309,309,True,SUCCESS,0.029822938144207,144,573,15,27c31b50b30c6fdf430b4374ae13b7dfe02cefcbcd91d91ec3f240e5268f222d,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000309,309,True,SUCCESS,0.029702873900532722,143,572,15,27c31b50b30c6fdf430b4374ae13b7dfe02cefcbcd91d91ec3f240e5268f222d,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000310,310,False,FAILURE,0.16818517446517944,350,1400,35,6e315d4faad06cc10fadb97cb6db9bdfc7f9db1f62c76e1d982387a5ede0894f,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000310,310,False,FAILURE,0.15507717430591583,350,1400,35,6e315d4faad06cc10fadb97cb6db9bdfc7f9db1f62c76e1d982387a5ede0894f,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000310,310,False,FAILURE,0.17001262307167053,350,1400,35,6e315d4faad06cc10fadb97cb6db9bdfc7f9db1f62c76e1d982387a5ede0894f,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000311,311,False,FAILURE,0.34653744101524353,350,1400,35,d610becad4fd8f80cf4c6fa249c7d5c38d9c98738d908fdadabe3f6089d56b1b,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000311,311,False,FAILURE,0.3458079695701599,350,1400,35,d610becad4fd8f80cf4c6fa249c7d5c38d9c98738d908fdadabe3f6089d56b1b,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000311,311,False,FAILURE,0.3487316071987152,350,1400,35,d610becad4fd8f80cf4c6fa249c7d5c38d9c98738d908fdadabe3f6089d56b1b,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000312,312,False,FAILURE,0.21500442922115326,350,1400,35,576526e5604a9c3f705478f8221d3340f2f60002d40df53107f12f0a3fcf613e,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000312,312,False,FAILURE,0.2157432585954666,350,1400,35,576526e5604a9c3f705478f8221d3340f2f60002d40df53107f12f0a3fcf613e,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000312,312,False,FAILURE,0.21637381613254547,350,1400,35,576526e5604a9c3f705478f8221d3340f2f60002d40df53107f12f0a3fcf613e,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000313,313,True,SUCCESS,0.029931144788861275,181,721,19,357cf68f37fe281902caef05a78452bf424f387cb200feba46856989409da6f9,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000313,313,True,SUCCESS,0.029864739626646042,179,713,18,357cf68f37fe281902caef05a78452bf424f387cb200feba46856989409da6f9,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000313,313,True,SUCCESS,0.029998840764164925,180,718,18,357cf68f37fe281902caef05a78452bf424f387cb200feba46856989409da6f9,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000314,314,False,FAILURE,0.08101357519626617,350,1400,35,250489a09e60775298204eaf712edfec3fb0ba53676b5642b8dfbde8987c24ae,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000314,314,False,FAILURE,0.1251557320356369,350,1400,35,250489a09e60775298204eaf712edfec3fb0ba53676b5642b8dfbde8987c24ae,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000314,314,False,FAILURE,0.12682756781578064,350,1400,35,250489a09e60775298204eaf712edfec3fb0ba53676b5642b8dfbde8987c24ae,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000315,315,False,FAILURE,0.4065404236316681,350,1400,35,bae7c16562f055e68be3c50363e5a409994e4ffb17b2b39f7ab9d4ad51a5b719,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000315,315,False,FAILURE,0.19060660898685455,350,1400,35,bae7c16562f055e68be3c50363e5a409994e4ffb17b2b39f7ab9d4ad51a5b719,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000315,315,False,FAILURE,0.20449723303318024,350,1400,35,bae7c16562f055e68be3c50363e5a409994e4ffb17b2b39f7ab9d4ad51a5b719,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000316,316,False,FAILURE,0.1361108273267746,350,1400,35,cfb00a44073dc972b6549c456ac056982160445aa60184579e87add582c52148,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000316,316,False,FAILURE,0.35350319743156433,350,1400,35,cfb00a44073dc972b6549c456ac056982160445aa60184579e87add582c52148,0,False,F_TO_F,Q95_ONLY_SUCCEEDS
q95_symmetric,EXP-010,000316,316,True,SUCCESS,0.029882151633501053,203,811,21,cfb00a44073dc972b6549c456ac056982160445aa60184579e87add582c52148,0,False,F_TO_S_RESCUE,Q95_ONLY_SUCCEEDS
baseline,EXP-008,000317,317,False,FAILURE,0.032473787665367126,350,1400,35,fc8a7ad62be016a792f324a63354b1696d9bcfa2a15e7939acda79580f1abb6c,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000317,317,False,FAILURE,0.03654448688030243,350,1400,35,fc8a7ad62be016a792f324a63354b1696d9bcfa2a15e7939acda79580f1abb6c,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000317,317,False,FAILURE,0.03242777660489082,350,1400,35,fc8a7ad62be016a792f324a63354b1696d9bcfa2a15e7939acda79580f1abb6c,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000318,318,True,SUCCESS,0.0295663233846426,151,601,16,9d29fc9e60ea3b13dedb270c2ae577e2cbd6230a809a14d3f980babdb067799a,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000318,318,True,SUCCESS,0.02980390563607216,150,600,15,9d29fc9e60ea3b13dedb270c2ae577e2cbd6230a809a14d3f980babdb067799a,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000318,318,True,SUCCESS,0.029915841296315193,149,595,15,9d29fc9e60ea3b13dedb270c2ae577e2cbd6230a809a14d3f980babdb067799a,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000319,319,True,SUCCESS,0.029584281146526337,170,680,17,2bd3176a921108193ecc50d1e8668af4996770b37778007bec265772e2769ee3,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000319,319,True,SUCCESS,0.029604019597172737,170,679,17,2bd3176a921108193ecc50d1e8668af4996770b37778007bec265772e2769ee3,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000319,319,True,SUCCESS,0.029695603996515274,170,678,17,2bd3176a921108193ecc50d1e8668af4996770b37778007bec265772e2769ee3,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000320,320,False,FAILURE,0.4184597134590149,350,1400,35,a250cfa08b1f33eee97d707b9568918371f13ef43ac49987d78a2bd08429a4e2,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000320,320,False,FAILURE,0.42234674096107483,350,1400,35,a250cfa08b1f33eee97d707b9568918371f13ef43ac49987d78a2bd08429a4e2,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000320,320,False,FAILURE,0.41836094856262207,350,1400,35,a250cfa08b1f33eee97d707b9568918371f13ef43ac49987d78a2bd08429a4e2,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000321,321,True,SUCCESS,0.029912935569882393,185,739,19,371c72a9243e6e696aa385d4439d6631e9b31c1c2d277215c8134cf869cafe22,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000321,321,True,SUCCESS,0.029793018475174904,187,746,19,371c72a9243e6e696aa385d4439d6631e9b31c1c2d277215c8134cf869cafe22,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000321,321,True,SUCCESS,0.029911426827311516,187,746,19,371c72a9243e6e696aa385d4439d6631e9b31c1c2d277215c8134cf869cafe22,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000322,322,False,FAILURE,0.17428655922412872,350,1400,35,7a872501ed6e610a0cd0937c7496062a7639d16682d2ce53096605212eb0d798,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000322,322,False,FAILURE,0.1787625551223755,350,1400,35,7a872501ed6e610a0cd0937c7496062a7639d16682d2ce53096605212eb0d798,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000322,322,False,FAILURE,0.1746763437986374,350,1400,35,7a872501ed6e610a0cd0937c7496062a7639d16682d2ce53096605212eb0d798,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000323,323,True,SUCCESS,0.02968687005341053,162,647,17,8c2b722db68be09987e014135553dd08a0f3b597b62c117e37bca19eeb590839,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000323,323,True,SUCCESS,0.029655303806066513,162,648,17,8c2b722db68be09987e014135553dd08a0f3b597b62c117e37bca19eeb590839,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000323,323,True,SUCCESS,0.02945121005177498,164,656,17,8c2b722db68be09987e014135553dd08a0f3b597b62c117e37bca19eeb590839,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000324,324,True,SUCCESS,0.029447732493281364,160,638,16,caf75d93df621bd4a01c32852e9df703b7bbc3c5806464dace86e554d731ea59,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000324,324,True,SUCCESS,0.029874786734580994,160,638,16,caf75d93df621bd4a01c32852e9df703b7bbc3c5806464dace86e554d731ea59,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000324,324,True,SUCCESS,0.029520047828555107,161,644,17,caf75d93df621bd4a01c32852e9df703b7bbc3c5806464dace86e554d731ea59,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000325,325,True,SUCCESS,0.029747677966952324,123,491,13,39c07d79a4d831e857319246c478d4e1dfe0c64ed39fd0ec15193e846404d26a,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000325,325,True,SUCCESS,0.029953086748719215,123,491,13,39c07d79a4d831e857319246c478d4e1dfe0c64ed39fd0ec15193e846404d26a,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000325,325,True,SUCCESS,0.02999282442033291,124,495,13,39c07d79a4d831e857319246c478d4e1dfe0c64ed39fd0ec15193e846404d26a,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000326,326,True,SUCCESS,0.029644640162587166,172,685,18,60b5a531b8cde29ec82e5f5db711e401e4701e3ceb60611a8126d338162bb933,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000326,326,True,SUCCESS,0.02948899194598198,173,689,18,60b5a531b8cde29ec82e5f5db711e401e4701e3ceb60611a8126d338162bb933,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000326,326,True,SUCCESS,0.029469888657331467,172,687,18,60b5a531b8cde29ec82e5f5db711e401e4701e3ceb60611a8126d338162bb933,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000327,327,False,FAILURE,0.1490483433008194,350,1400,35,571b1776cd81d59ed0c11fa0ff91709390270b774103528c604aded619da8c52,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000327,327,False,FAILURE,0.18578630685806274,350,1400,35,571b1776cd81d59ed0c11fa0ff91709390270b774103528c604aded619da8c52,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000327,327,False,FAILURE,0.1873653382062912,350,1400,35,571b1776cd81d59ed0c11fa0ff91709390270b774103528c604aded619da8c52,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000328,328,False,FAILURE,0.3446848392486572,350,1400,35,f86d85926d70cbc20f2d372680c6630c4d22cfee4c09ac2c4ab62529ff6e26cc,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000328,328,False,FAILURE,0.3443455398082733,350,1400,35,f86d85926d70cbc20f2d372680c6630c4d22cfee4c09ac2c4ab62529ff6e26cc,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000328,328,False,FAILURE,0.3428402245044708,350,1400,35,f86d85926d70cbc20f2d372680c6630c4d22cfee4c09ac2c4ab62529ff6e26cc,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000329,329,True,SUCCESS,0.029455561190843582,180,719,18,5d87f8f3f64995a99fec75b34b57cadc4eef16a1b956614077e73ab67cf02537,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000329,329,True,SUCCESS,0.029854826629161835,181,723,19,5d87f8f3f64995a99fec75b34b57cadc4eef16a1b956614077e73ab67cf02537,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000329,329,True,SUCCESS,0.029372110962867737,183,729,19,5d87f8f3f64995a99fec75b34b57cadc4eef16a1b956614077e73ab67cf02537,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000330,330,True,SUCCESS,0.029670139774680138,163,651,17,73bf8c2f28058111ce917ee6bab34e2f542d0db3446582ab6baa5c960d5fb363,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000330,330,True,SUCCESS,0.02963925711810589,161,642,17,73bf8c2f28058111ce917ee6bab34e2f542d0db3446582ab6baa5c960d5fb363,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000330,330,True,SUCCESS,0.029597442597150803,163,652,17,73bf8c2f28058111ce917ee6bab34e2f542d0db3446582ab6baa5c960d5fb363,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000331,331,True,SUCCESS,0.029111603274941444,201,804,21,464d91b3c7b279139495211f2f512942a0e744c4069e358822f501179dbae211,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000331,331,True,SUCCESS,0.029863767325878143,202,807,21,464d91b3c7b279139495211f2f512942a0e744c4069e358822f501179dbae211,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000331,331,True,SUCCESS,0.029229246079921722,203,809,21,464d91b3c7b279139495211f2f512942a0e744c4069e358822f501179dbae211,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000332,332,False,FAILURE,0.2699328064918518,350,1400,35,d49943d921174ad1c4db1f8fc5e1515668799370476440fc50cb64b26df37273,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000332,332,False,FAILURE,0.045835092663764954,350,1400,35,d49943d921174ad1c4db1f8fc5e1515668799370476440fc50cb64b26df37273,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000332,332,False,FAILURE,0.286153107881546,350,1400,35,d49943d921174ad1c4db1f8fc5e1515668799370476440fc50cb64b26df37273,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000333,333,True,SUCCESS,0.029197270050644875,176,701,18,1add7ee6d054db18fa5f2e096579d0e69f3c42267495b8c011933babdafaf8b6,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000333,333,True,SUCCESS,0.029412148520350456,175,699,18,1add7ee6d054db18fa5f2e096579d0e69f3c42267495b8c011933babdafaf8b6,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000333,333,True,SUCCESS,0.029452312737703323,176,703,18,1add7ee6d054db18fa5f2e096579d0e69f3c42267495b8c011933babdafaf8b6,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000334,334,False,FAILURE,0.09337291866540909,350,1400,35,ec13b8e7a2d808fa7a6a9b4cf4eccee55acaf87d61310cf47d12590ad0d2515a,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000334,334,False,FAILURE,0.09355469793081284,350,1400,35,ec13b8e7a2d808fa7a6a9b4cf4eccee55acaf87d61310cf47d12590ad0d2515a,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000334,334,False,FAILURE,0.09372281283140182,350,1400,35,ec13b8e7a2d808fa7a6a9b4cf4eccee55acaf87d61310cf47d12590ad0d2515a,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000335,335,False,FAILURE,0.09014584124088287,350,1400,35,a0071fbb6d5733bd96ee54cb5bb14f72d87e7c2ea01f948172ac7cb222da9ca1,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000335,335,False,FAILURE,0.09027019143104553,350,1400,35,a0071fbb6d5733bd96ee54cb5bb14f72d87e7c2ea01f948172ac7cb222da9ca1,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000335,335,False,FAILURE,0.09064079821109772,350,1400,35,a0071fbb6d5733bd96ee54cb5bb14f72d87e7c2ea01f948172ac7cb222da9ca1,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000336,336,True,SUCCESS,0.02992105484008789,124,495,13,a6fdedfe7466b4b1cee38526c45ba3b2e84812c73daceaecd18301ce77f6949f,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000336,336,True,SUCCESS,0.029749777168035507,125,500,13,a6fdedfe7466b4b1cee38526c45ba3b2e84812c73daceaecd18301ce77f6949f,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000336,336,True,SUCCESS,0.029657192528247833,124,495,13,a6fdedfe7466b4b1cee38526c45ba3b2e84812c73daceaecd18301ce77f6949f,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000337,337,True,SUCCESS,0.029548222199082375,60,238,6,66054d8a95fd8facf7652a29781fa9dcef7a0bd3e6d6ed898d129ff1485a6e02,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000337,337,True,SUCCESS,0.02989986352622509,60,239,6,66054d8a95fd8facf7652a29781fa9dcef7a0bd3e6d6ed898d129ff1485a6e02,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000337,337,True,SUCCESS,0.029932470992207527,59,236,6,66054d8a95fd8facf7652a29781fa9dcef7a0bd3e6d6ed898d129ff1485a6e02,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000338,338,False,FAILURE,0.03449515998363495,350,1400,35,69c256b5fb56c4298670e5edcd65fd10f7521a575f9cdc932c1d371d45665856,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000338,338,False,FAILURE,0.03705919533967972,350,1400,35,69c256b5fb56c4298670e5edcd65fd10f7521a575f9cdc932c1d371d45665856,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000338,338,False,FAILURE,0.035569481551647186,350,1400,35,69c256b5fb56c4298670e5edcd65fd10f7521a575f9cdc932c1d371d45665856,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000339,339,False,FAILURE,0.07590542733669281,350,1400,35,5dcf42d5b36638158390ba9d8e1cfef089fc3d20599e75cdcd41823d0ed8239c,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000339,339,False,FAILURE,0.07826713472604752,350,1400,35,5dcf42d5b36638158390ba9d8e1cfef089fc3d20599e75cdcd41823d0ed8239c,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000339,339,False,FAILURE,0.0780085027217865,350,1400,35,5dcf42d5b36638158390ba9d8e1cfef089fc3d20599e75cdcd41823d0ed8239c,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000340,340,True,SUCCESS,0.029374228790402412,175,700,18,d009c66ecb3a4c8a5d8104321dd95edd3134bd51ccd2be25cd9a98ce5550eb36,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000340,340,True,SUCCESS,0.029962895438075066,175,697,18,d009c66ecb3a4c8a5d8104321dd95edd3134bd51ccd2be25cd9a98ce5550eb36,0,True,S_TO_S,BOTH_SUCCEED
